shipment_id,origin,destination,distance_km,weather_condition,temperature,rainfall,traffic_level,route_type,package_weight,shipment_type,dispatch_time,historical_delay_rate,estimated_delivery_time,actual_delivery_time,delay_minutes,delay_status
633,Pune,Delhi,1141.3,Fog,36.7,0.0,Medium,Highway,7.3,Standard,2025-05-11 21:00:00,0.14,1521.7,1605.6,83.9,Moderate Delay
634,Delhi,Ahmedabad,1361.1,Fog,34.6,0.0,High,Rural Road,47.8,Express,2025-07-04 14:00:00,0.32,1814.8,1917.6,102.8,Moderate Delay
635,Hyderabad,Mumbai,1688.3,Heavy Rain,22.7,54.5,Low,Rural Road,23.8,Same-Day,2025-11-07 12:00:00,0.12,2251.1,2352.2,101.1,Moderate Delay
636,Jaipur,Ahmedabad,1547.1,Cloudy,11.4,1.0,High,Rural Road,27.1,Express,2025-12-11 22:00:00,0.56,2062.8,2192.0,129.2,Moderate Delay
637,Raipur,Ahmedabad,331.6,Clear,11.1,0.0,Severe,Rural Road,47.4,Express,2025-11-20 10:00:00,0.14,442.1,530.4,88.3,Moderate Delay
638,Bangalore,Pune,1250.6,Heavy Rain,11.4,19.0,Severe,Highway,41.6,Standard,2025-03-24 16:00:00,0.46,1667.5,1822.2,154.7,Moderate Delay
639,Chennai,Pune,432.3,Rain,18.8,65.4,High,Rural Road,14.3,Same-Day,2025-11-27 18:00:00,0.11,576.4,661.9,85.5,Moderate Delay
640,Kolkata,Ahmedabad,1637.3,Rain,43.6,64.4,Severe,Mixed,30.4,Standard,2025-04-05 06:00:00,0.3,2183.1,2368.7,185.6,Severe Delay
641,Bangalore,Kolkata,582.9,Fog,30.5,0.0,High,Highway,29.5,Standard,2025-03-27 18:00:00,0.27,777.2,873.6,96.4,Moderate Delay
642,Delhi,Bangalore,1299.2,Clear,15.3,0.0,Severe,Highway,46.7,Standard,2025-07-23 22:00:00,0.23,1732.3,1847.2,114.9,Moderate Delay
643,Delhi,Bangalore,1064.0,Rain,42.5,41.3,Medium,Highway,24.8,Same-Day,2025-07-19 15:00:00,0.07,1418.7,1501.3,82.6,Moderate Delay
644,Chennai,Kolkata,1561.5,Fog,14.6,0.0,High,Mixed,30.2,Same-Day,2025-03-06 10:00:00,0.02,2082.0,2172.2,90.2,Moderate Delay
645,Ahmedabad,Bangalore,1253.9,Clear,12.6,0.0,Low,Rural Road,25.4,Express,2025-09-01 20:00:00,0.11,1671.9,1715.2,43.3,Slight Delay
646,Ahmedabad,Kolkata,978.7,Storm,32.7,6.4,Severe,City Road,32.9,Same-Day,2025-10-04 11:00:00,0.37,1304.9,1501.4,196.5,Severe Delay
647,Jaipur,Raipur,271.7,Fog,22.5,0.0,Severe,Rural Road,29.8,Express,2025-09-04 13:00:00,0.5,362.3,489.9,127.6,Moderate Delay
648,Delhi,Ahmedabad,538.1,Rain,12.3,7.1,High,Mixed,12.6,Express,2025-03-21 15:00:00,0.53,717.5,825.6,108.1,Moderate Delay
649,Mumbai,Delhi,1043.9,Storm,41.8,65.3,Medium,Rural Road,3.8,Express,2025-08-29 06:00:00,0.42,1391.9,1541.4,149.5,Moderate Delay
650,Raipur,Ahmedabad,159.5,Rain,19.7,29.3,Low,Mixed,47.3,Express,2025-11-02 13:00:00,0.17,212.7,225.4,12.7,On Time
651,Mumbai,Jaipur,1736.4,Rain,31.9,55.2,Medium,Mixed,6.8,Same-Day,2025-08-12 18:00:00,0.57,2315.2,2430.5,115.3,Moderate Delay
652,Chennai,Bangalore,897.2,Fog,31.6,0.0,Severe,Mixed,38.6,Standard,2025-05-15 08:00:00,0.06,1196.3,1376.4,180.1,Severe Delay
653,Pune,Chennai,934.4,Storm,21.0,48.6,High,Rural Road,36.6,Same-Day,2025-09-30 14:00:00,0.25,1245.9,1386.9,141.0,Moderate Delay
654,Pune,Chennai,498.7,Clear,26.9,0.0,Medium,City Road,44.4,Express,2025-02-26 20:00:00,0.23,664.9,720.4,55.5,Slight Delay
655,Jaipur,Raipur,436.8,Rain,27.6,22.5,Severe,City Road,20.8,Express,2025-01-10 10:00:00,0.47,582.4,752.0,169.6,Moderate Delay
656,Mumbai,Jaipur,1128.6,Clear,27.0,0.0,Medium,Highway,25.5,Express,2025-05-18 10:00:00,0.11,1504.8,1553.7,48.9,Slight Delay
657,Raipur,Mumbai,1895.7,Cloudy,22.9,0.7,Low,City Road,26.2,Standard,2025-09-10 12:00:00,0.07,2527.6,2586.9,59.3,Slight Delay
658,Hyderabad,Raipur,358.1,Rain,19.4,43.2,Severe,Rural Road,7.8,Express,2025-12-23 07:00:00,0.37,477.5,659.0,181.5,Severe Delay
659,Hyderabad,Delhi,504.5,Cloudy,14.6,1.5,Low,Rural Road,44.8,Express,2025-02-06 21:00:00,0.58,672.7,713.9,41.2,Slight Delay
660,Bangalore,Kolkata,1096.9,Rain,21.8,40.5,Severe,Highway,30.9,Standard,2025-05-08 18:00:00,0.52,1462.5,1610.7,148.2,Moderate Delay
661,Raipur,Chennai,1073.2,Fog,20.0,0.0,Low,City Road,2.8,Express,2025-02-18 22:00:00,0.4,1430.9,1553.7,122.8,Moderate Delay
662,Chennai,Ahmedabad,654.9,Heavy Rain,29.3,8.8,High,Rural Road,2.7,Standard,2025-11-19 07:00:00,0.43,873.2,988.7,115.5,Moderate Delay
663,Ahmedabad,Jaipur,1615.7,Clear,12.8,0.0,High,Mixed,10.0,Same-Day,2025-06-02 12:00:00,0.23,2154.3,2252.2,97.9,Moderate Delay
664,Hyderabad,Mumbai,1752.5,Fog,20.6,0.0,Medium,Highway,5.2,Standard,2025-11-21 19:00:00,0.46,2336.7,2433.8,97.1,Moderate Delay
665,Hyderabad,Mumbai,431.5,Cloudy,27.6,2.7,High,Highway,14.5,Express,2025-05-05 06:00:00,0.57,575.3,660.4,85.1,Moderate Delay
666,Mumbai,Ahmedabad,741.0,Fog,32.4,0.0,Medium,Rural Road,6.9,Standard,2025-05-08 11:00:00,0.26,988.0,1072.7,84.7,Moderate Delay
667,Raipur,Delhi,609.2,Fog,37.6,0.0,High,Highway,2.0,Standard,2025-07-02 10:00:00,0.58,812.3,937.9,125.6,Moderate Delay
668,Ahmedabad,Delhi,896.6,Cloudy,43.2,1.2,Severe,City Road,26.8,Express,2025-10-13 17:00:00,0.29,1195.5,1302.9,107.4,Moderate Delay
669,Raipur,Chennai,394.5,Clear,30.1,0.0,Severe,Rural Road,11.2,Same-Day,2025-03-10 14:00:00,0.52,526.0,642.0,116.0,Moderate Delay
670,Mumbai,Ahmedabad,1076.6,Fog,43.0,0.0,Severe,Rural Road,20.1,Same-Day,2025-12-23 21:00:00,0.42,1435.5,1581.1,145.6,Moderate Delay
671,Chennai,Bangalore,1419.2,Storm,42.9,29.7,High,Rural Road,2.6,Same-Day,2025-08-28 14:00:00,0.3,1892.3,2074.7,182.4,Severe Delay
672,Jaipur,Ahmedabad,1414.9,Cloudy,25.9,2.7,Low,City Road,42.6,Express,2025-06-01 14:00:00,0.29,1886.5,1948.6,62.1,Moderate Delay
673,Ahmedabad,Hyderabad,1354.9,Heavy Rain,32.2,12.5,Low,Mixed,30.4,Same-Day,2025-04-05 06:00:00,0.07,1806.5,1859.0,52.5,Slight Delay
674,Jaipur,Hyderabad,1974.5,Storm,29.6,56.6,Medium,Rural Road,16.6,Same-Day,2025-02-02 18:00:00,0.06,2632.7,2784.7,152.0,Moderate Delay
675,Chennai,Jaipur,1624.3,Fog,28.8,0.0,Severe,City Road,14.3,Same-Day,2025-05-25 16:00:00,0.04,2165.7,2333.3,167.6,Moderate Delay
676,Pune,Hyderabad,820.9,Clear,22.7,0.0,Low,Highway,11.2,Standard,2025-03-08 11:00:00,0.4,1094.5,1150.1,55.6,Slight Delay
677,Mumbai,Kolkata,523.2,Clear,38.9,0.0,Severe,City Road,24.5,Standard,2025-01-17 18:00:00,0.33,697.6,794.8,97.2,Moderate Delay
678,Raipur,Jaipur,843.2,Storm,26.4,32.6,High,Highway,5.5,Express,2025-04-24 08:00:00,0.19,1124.3,1280.0,155.7,Moderate Delay
679,Mumbai,Kolkata,436.5,Fog,10.8,0.0,Severe,Highway,44.9,Express,2025-11-24 07:00:00,0.13,582.0,689.6,107.6,Moderate Delay
680,Hyderabad,Jaipur,692.5,Fog,34.8,0.0,Severe,Rural Road,28.1,Same-Day,2025-01-30 14:00:00,0.15,923.3,1033.7,110.4,Moderate Delay
681,Ahmedabad,Mumbai,1215.9,Fog,40.5,0.0,Low,Rural Road,49.9,Standard,2025-04-21 22:00:00,0.36,1621.2,1702.6,81.4,Moderate Delay
682,Delhi,Bangalore,759.4,Fog,23.4,0.0,Medium,Mixed,41.9,Standard,2025-04-09 22:00:00,0.39,1012.5,1117.4,104.9,Moderate Delay
683,Chennai,Bangalore,1035.2,Storm,23.9,42.3,Severe,Highway,33.5,Same-Day,2025-10-23 17:00:00,0.01,1380.3,1521.5,141.2,Moderate Delay
684,Raipur,Pune,1363.7,Clear,24.7,0.0,Medium,City Road,48.1,Same-Day,2025-07-25 22:00:00,0.36,1818.3,1883.5,65.2,Moderate Delay
685,Hyderabad,Bangalore,1725.0,Storm,12.7,10.4,Severe,Rural Road,42.6,Express,2025-10-09 16:00:00,0.13,2300.0,2505.1,205.1,Severe Delay
686,Hyderabad,Raipur,841.7,Fog,21.4,0.0,Severe,Rural Road,30.5,Same-Day,2025-05-04 12:00:00,0.56,1122.3,1311.3,189.0,Severe Delay
687,Pune,Jaipur,1644.7,Fog,20.0,0.0,High,Rural Road,12.3,Express,2025-08-18 18:00:00,0.47,2192.9,2343.6,150.7,Moderate Delay
688,Mumbai,Delhi,1179.0,Rain,29.2,53.0,Low,City Road,13.3,Express,2025-01-04 15:00:00,0.05,1572.0,1621.8,49.8,Slight Delay
689,Chennai,Kolkata,1582.3,Rain,22.3,35.3,Low,Rural Road,20.0,Same-Day,2025-09-19 10:00:00,0.12,2109.7,2151.7,42.0,Slight Delay
690,Delhi,Mumbai,1662.7,Heavy Rain,34.6,75.9,High,City Road,20.7,Standard,2025-05-16 17:00:00,0.4,2216.9,2378.7,161.8,Moderate Delay
691,Jaipur,Chennai,1066.6,Cloudy,38.4,3.7,High,Rural Road,33.4,Standard,2025-10-20 18:00:00,0.07,1422.1,1525.8,103.7,Moderate Delay
692,Jaipur,Chennai,313.2,Fog,36.1,0.0,Low,Rural Road,0.9,Express,2025-03-30 21:00:00,0.1,417.6,455.8,38.2,Slight Delay
693,Jaipur,Delhi,800.8,Storm,10.0,14.0,High,Highway,27.0,Same-Day,2025-10-23 18:00:00,0.41,1067.7,1201.0,133.3,Moderate Delay
694,Delhi,Mumbai,1791.6,Rain,14.1,79.3,High,Mixed,10.9,Express,2025-03-03 13:00:00,0.01,2388.8,2488.0,99.2,Moderate Delay
695,Jaipur,Mumbai,1810.0,Fog,21.2,0.0,Severe,Highway,33.7,Express,2025-09-26 07:00:00,0.11,2413.3,2544.5,131.2,Moderate Delay
696,Hyderabad,Jaipur,505.7,Storm,25.7,29.0,Medium,Rural Road,37.3,Same-Day,2025-12-24 13:00:00,0.58,674.3,822.0,147.7,Moderate Delay
697,Bangalore,Mumbai,1036.6,Fog,32.8,0.0,Severe,Mixed,44.5,Same-Day,2025-10-22 22:00:00,0.26,1382.1,1545.9,163.8,Moderate Delay
698,Delhi,Kolkata,1254.2,Heavy Rain,12.0,6.8,High,Mixed,22.8,Standard,2025-03-09 16:00:00,0.2,1672.3,1797.0,124.7,Moderate Delay
699,Delhi,Ahmedabad,416.3,Storm,21.2,49.4,Low,Mixed,4.1,Express,2025-02-13 18:00:00,0.09,555.1,627.9,72.8,Moderate Delay
700,Ahmedabad,Pune,1291.7,Fog,11.3,0.0,Medium,City Road,31.3,Express,2025-10-14 12:00:00,0.47,1722.3,1862.0,139.7,Moderate Delay
701,Raipur,Pune,1744.5,Fog,22.0,0.0,Medium,City Road,38.6,Standard,2025-02-06 14:00:00,0.34,2326.0,2484.7,158.7,Moderate Delay
702,Pune,Hyderabad,975.2,Fog,13.3,0.0,Low,Highway,38.5,Same-Day,2025-07-31 19:00:00,0.45,1300.3,1371.4,71.1,Moderate Delay
703,Hyderabad,Pune,528.2,Cloudy,30.8,4.7,High,Rural Road,34.1,Same-Day,2025-12-02 06:00:00,0.25,704.3,770.3,66.0,Moderate Delay
704,Kolkata,Bangalore,117.3,Rain,11.1,46.6,Severe,City Road,38.2,Express,2025-01-23 13:00:00,0.32,156.4,284.8,128.4,Moderate Delay
705,Chennai,Pune,163.3,Cloudy,43.4,1.1,Low,Highway,46.2,Same-Day,2025-01-28 13:00:00,0.26,217.7,233.7,16.0,Slight Delay
706,Jaipur,Bangalore,1868.7,Rain,29.0,44.6,Low,Rural Road,7.5,Same-Day,2025-02-26 15:00:00,0.0,2491.6,2565.7,74.1,Moderate Delay
707,Raipur,Ahmedabad,1337.2,Clear,12.8,0.0,High,City Road,30.4,Same-Day,2025-10-03 12:00:00,0.1,1782.9,1852.4,69.5,Moderate Delay
708,Chennai,Jaipur,1331.5,Storm,15.5,56.6,High,Mixed,6.8,Same-Day,2025-03-14 06:00:00,0.26,1775.3,1948.4,173.1,Moderate Delay
709,Pune,Jaipur,409.0,Clear,31.5,0.0,High,City Road,4.8,Standard,2025-05-26 12:00:00,0.23,545.3,632.2,86.9,Moderate Delay
710,Jaipur,Kolkata,1017.7,Clear,34.8,0.0,Severe,Highway,12.8,Standard,2025-07-18 14:00:00,0.19,1356.9,1451.1,94.2,Moderate Delay
711,Hyderabad,Delhi,1046.1,Clear,25.9,0.0,High,Mixed,2.0,Standard,2025-07-14 22:00:00,0.53,1394.8,1519.0,124.2,Moderate Delay
712,Delhi,Pune,1106.9,Heavy Rain,17.7,37.2,Low,City Road,32.8,Standard,2025-09-14 20:00:00,0.44,1475.9,1556.1,80.2,Moderate Delay
713,Ahmedabad,Mumbai,94.9,Clear,14.3,0.0,Medium,Rural Road,49.3,Express,2025-09-08 18:00:00,0.19,126.5,146.3,19.8,Slight Delay
714,Bangalore,Mumbai,1041.6,Rain,18.9,75.5,High,Rural Road,45.3,Same-Day,2025-06-04 13:00:00,0.34,1388.8,1489.6,100.8,Moderate Delay
715,Ahmedabad,Kolkata,1716.3,Clear,43.0,0.0,High,Mixed,17.1,Standard,2025-10-12 14:00:00,0.34,2288.4,2381.4,93.0,Moderate Delay
716,Chennai,Bangalore,1219.3,Rain,34.2,33.7,Severe,City Road,43.5,Standard,2025-07-15 22:00:00,0.34,1625.7,1766.6,140.9,Moderate Delay
717,Jaipur,Chennai,1667.7,Heavy Rain,27.3,13.9,Medium,City Road,1.2,Express,2025-06-09 16:00:00,0.18,2223.6,2333.0,109.4,Moderate Delay
718,Raipur,Jaipur,290.0,Cloudy,16.9,0.3,Medium,City Road,10.3,Same-Day,2025-10-05 12:00:00,0.01,386.7,420.9,34.2,Slight Delay
719,Bangalore,Hyderabad,728.5,Fog,10.3,0.0,Medium,Mixed,42.0,Standard,2025-12-02 11:00:00,0.02,971.3,1070.4,99.1,Moderate Delay
720,Hyderabad,Delhi,108.6,Storm,11.9,39.3,Low,City Road,27.7,Express,2025-03-16 06:00:00,0.53,144.8,225.5,80.7,Moderate Delay
721,Hyderabad,Raipur,812.3,Heavy Rain,15.3,42.8,High,Mixed,40.2,Same-Day,2025-11-23 14:00:00,0.26,1083.1,1207.3,124.2,Moderate Delay
722,Bangalore,Kolkata,457.9,Clear,19.4,0.0,Medium,City Road,40.3,Standard,2025-11-10 14:00:00,0.03,610.5,665.4,54.9,Slight Delay
723,Jaipur,Chennai,1763.7,Storm,24.5,45.3,Medium,City Road,2.9,Same-Day,2025-01-14 17:00:00,0.0,2351.6,2467.9,116.3,Moderate Delay
724,Delhi,Ahmedabad,373.3,Cloudy,12.8,4.7,Severe,Rural Road,13.4,Standard,2025-07-18 21:00:00,0.51,497.7,666.9,169.2,Moderate Delay
725,Raipur,Bangalore,1201.5,Cloudy,21.8,1.3,Medium,City Road,6.5,Standard,2025-07-29 06:00:00,0.31,1602.0,1672.6,70.6,Moderate Delay
726,Kolkata,Raipur,1257.4,Cloudy,35.5,4.7,Medium,City Road,14.3,Standard,2025-04-01 20:00:00,0.57,1676.5,1777.8,101.3,Moderate Delay
727,Jaipur,Raipur,1345.3,Fog,39.1,0.0,High,Mixed,7.9,Standard,2025-08-07 18:00:00,0.02,1793.7,1900.4,106.7,Moderate Delay
728,Mumbai,Raipur,1792.3,Fog,44.4,0.0,High,Mixed,32.0,Same-Day,2025-10-20 22:00:00,0.1,2389.7,2519.3,129.6,Moderate Delay
729,Mumbai,Jaipur,1468.8,Clear,34.8,0.0,Severe,Mixed,10.4,Standard,2025-05-06 22:00:00,0.13,1958.4,2096.6,138.2,Moderate Delay
730,Ahmedabad,Pune,1680.5,Fog,32.9,0.0,Low,Mixed,11.8,Same-Day,2025-11-19 07:00:00,0.16,2240.7,2296.7,56.0,Slight Delay
731,Chennai,Hyderabad,1818.7,Heavy Rain,13.7,59.0,Severe,Rural Road,34.5,Express,2025-08-25 11:00:00,0.06,2424.9,2621.1,196.2,Severe Delay
732,Pune,Kolkata,1682.0,Storm,25.7,52.8,Low,City Road,11.5,Express,2025-11-27 20:00:00,0.41,2242.7,2407.3,164.6,Moderate Delay
733,Delhi,Jaipur,1005.8,Clear,39.5,0.0,Medium,City Road,40.2,Express,2025-07-31 16:00:00,0.25,1341.1,1398.8,57.7,Slight Delay
734,Raipur,Mumbai,1291.6,Cloudy,18.6,0.5,Severe,City Road,39.8,Express,2025-02-16 14:00:00,0.06,1722.1,1891.2,169.1,Moderate Delay
735,Hyderabad,Bangalore,551.2,Fog,11.4,0.0,Low,Highway,35.4,Standard,2025-12-28 20:00:00,0.27,734.9,781.7,46.8,Slight Delay
736,Hyderabad,Delhi,1921.3,Storm,34.3,65.1,Severe,City Road,20.2,Express,2025-10-09 18:00:00,0.2,2561.7,2766.2,204.5,Severe Delay
737,Mumbai,Chennai,1898.3,Rain,15.9,77.4,Medium,City Road,1.2,Standard,2025-04-02 07:00:00,0.29,2531.1,2644.9,113.8,Moderate Delay
738,Pune,Kolkata,1669.9,Rain,18.7,50.7,Severe,Rural Road,29.5,Same-Day,2025-04-03 09:00:00,0.22,2226.5,2362.3,135.8,Moderate Delay
739,Bangalore,Kolkata,1372.5,Clear,33.1,0.0,High,Highway,47.6,Express,2025-09-12 21:00:00,0.44,1830.0,1929.1,99.1,Moderate Delay
740,Ahmedabad,Mumbai,1812.5,Storm,12.9,19.3,Severe,City Road,22.3,Standard,2025-10-29 21:00:00,0.35,2416.7,2673.6,256.9,Severe Delay
741,Raipur,Pune,1216.7,Heavy Rain,16.9,42.1,Low,Highway,37.2,Standard,2025-10-08 14:00:00,0.46,1622.3,1730.4,108.1,Moderate Delay
742,Jaipur,Ahmedabad,499.5,Cloudy,16.0,2.6,Low,City Road,14.9,Standard,2025-01-29 17:00:00,0.38,666.0,697.3,31.3,Slight Delay
743,Mumbai,Chennai,1868.6,Clear,40.4,0.0,High,Rural Road,12.1,Standard,2025-01-26 09:00:00,0.47,2491.5,2621.1,129.6,Moderate Delay
744,Pune,Bangalore,1087.2,Cloudy,20.1,0.6,High,City Road,35.3,Express,2025-10-24 17:00:00,0.39,1449.6,1564.1,114.5,Moderate Delay
745,Mumbai,Bangalore,655.5,Rain,18.8,45.1,High,Rural Road,41.3,Express,2025-02-04 19:00:00,0.06,874.0,986.1,112.1,Moderate Delay
746,Ahmedabad,Delhi,1926.3,Rain,14.4,36.5,Severe,City Road,24.3,Standard,2025-12-22 14:00:00,0.23,2568.4,2708.5,140.1,Moderate Delay
747,Hyderabad,Jaipur,1635.7,Heavy Rain,38.1,41.5,Medium,City Road,15.3,Same-Day,2025-01-30 09:00:00,0.38,2180.9,2269.1,88.2,Moderate Delay
748,Jaipur,Ahmedabad,497.2,Clear,42.8,0.0,Severe,Rural Road,26.2,Express,2025-11-08 16:00:00,0.22,662.9,760.4,97.5,Moderate Delay
749,Kolkata,Jaipur,647.0,Storm,33.7,26.7,High,City Road,29.1,Same-Day,2025-10-16 21:00:00,0.04,862.7,981.3,118.6,Moderate Delay
750,Ahmedabad,Raipur,135.9,Heavy Rain,20.7,16.8,Medium,City Road,9.1,Same-Day,2025-05-29 12:00:00,0.46,181.2,265.6,84.4,Moderate Delay
751,Mumbai,Bangalore,640.5,Clear,20.3,0.0,Severe,Highway,36.8,Same-Day,2025-04-17 19:00:00,0.52,854.0,939.5,85.5,Moderate Delay
752,Pune,Mumbai,1186.9,Rain,28.4,20.2,High,City Road,22.9,Standard,2025-11-24 12:00:00,0.48,1582.5,1716.9,134.4,Moderate Delay
753,Kolkata,Hyderabad,1265.7,Clear,15.3,0.0,High,Rural Road,35.7,Same-Day,2025-10-09 16:00:00,0.41,1687.6,1784.2,96.6,Moderate Delay
754,Mumbai,Bangalore,1599.6,Fog,42.3,0.0,High,Rural Road,48.9,Express,2025-10-19 06:00:00,0.01,2132.8,2242.9,110.1,Moderate Delay
755,Bangalore,Kolkata,1235.1,Rain,37.8,11.4,High,Mixed,9.6,Express,2025-01-19 10:00:00,0.46,1646.8,1778.7,131.9,Moderate Delay
756,Raipur,Bangalore,698.1,Fog,13.8,0.0,Severe,Rural Road,3.9,Express,2025-07-31 07:00:00,0.35,930.8,1103.4,172.6,Moderate Delay
757,Ahmedabad,Kolkata,72.4,Storm,21.7,78.2,High,Highway,43.7,Standard,2025-10-23 16:00:00,0.2,96.5,231.2,134.7,Moderate Delay
758,Hyderabad,Delhi,1392.6,Cloudy,12.5,0.9,High,Highway,38.7,Express,2025-07-12 11:00:00,0.5,1856.8,1976.4,119.6,Moderate Delay
759,Jaipur,Pune,532.9,Cloudy,34.8,1.1,Low,Rural Road,2.5,Same-Day,2025-06-11 07:00:00,0.12,710.5,721.0,10.5,On Time
760,Kolkata,Raipur,611.4,Clear,40.3,0.0,Severe,City Road,37.5,Express,2025-08-20 15:00:00,0.51,815.2,947.9,132.7,Moderate Delay
761,Chennai,Jaipur,148.7,Rain,38.9,14.4,Medium,Highway,45.2,Express,2025-01-20 12:00:00,0.52,198.3,261.1,62.8,Moderate Delay
762,Delhi,Ahmedabad,1883.1,Storm,27.0,39.7,Low,Mixed,39.4,Same-Day,2025-03-20 12:00:00,0.49,2510.8,2689.7,178.9,Moderate Delay
763,Hyderabad,Ahmedabad,1626.1,Fog,11.1,0.0,High,Rural Road,23.7,Standard,2025-02-20 22:00:00,0.39,2168.1,2290.3,122.2,Moderate Delay
764,Bangalore,Kolkata,1071.1,Fog,11.8,0.0,Low,Mixed,8.3,Express,2025-09-25 09:00:00,0.49,1428.1,1505.5,77.4,Moderate Delay
765,Mumbai,Hyderabad,905.7,Clear,37.6,0.0,Low,Rural Road,31.1,Express,2025-01-24 09:00:00,0.07,1207.6,1232.3,24.7,Slight Delay
766,Ahmedabad,Kolkata,469.1,Clear,30.1,0.0,High,City Road,21.5,Express,2025-04-13 12:00:00,0.31,625.5,710.3,84.8,Moderate Delay
767,Kolkata,Hyderabad,1951.5,Storm,21.7,49.6,High,Mixed,5.0,Same-Day,2025-03-02 14:00:00,0.36,2602.0,2771.1,169.1,Moderate Delay
768,Bangalore,Chennai,1719.6,Rain,43.5,42.4,Low,Highway,46.6,Same-Day,2025-10-14 22:00:00,0.35,2292.8,2358.1,65.3,Moderate Delay
769,Delhi,Kolkata,1029.3,Storm,23.3,38.6,High,Rural Road,49.0,Express,2025-03-14 15:00:00,0.21,1372.4,1511.4,139.0,Moderate Delay
770,Jaipur,Chennai,1152.2,Cloudy,18.9,1.1,Low,Rural Road,1.1,Same-Day,2025-06-23 20:00:00,0.08,1536.3,1576.2,39.9,Slight Delay
771,Mumbai,Chennai,414.2,Clear,30.6,0.0,Severe,Highway,3.7,Standard,2025-07-16 07:00:00,0.52,552.3,644.3,92.0,Moderate Delay
772,Delhi,Raipur,429.5,Heavy Rain,32.9,36.2,Medium,Mixed,9.4,Same-Day,2025-07-02 15:00:00,0.41,572.7,669.4,96.7,Moderate Delay
773,Hyderabad,Chennai,247.7,Fog,34.3,0.0,Low,Mixed,22.4,Same-Day,2025-03-09 08:00:00,0.57,330.3,397.1,66.8,Moderate Delay
774,Raipur,Delhi,1991.3,Heavy Rain,18.8,37.8,High,Mixed,26.2,Express,2025-04-29 13:00:00,0.18,2655.1,2762.5,107.4,Moderate Delay
775,Bangalore,Hyderabad,1749.0,Rain,34.7,11.4,Severe,City Road,32.7,Same-Day,2025-12-07 16:00:00,0.39,2332.0,2513.4,181.4,Severe Delay
776,Hyderabad,Ahmedabad,201.1,Heavy Rain,28.0,22.4,Low,Highway,9.5,Express,2025-02-27 17:00:00,0.49,268.1,352.2,84.1,Moderate Delay
777,Raipur,Ahmedabad,1988.7,Cloudy,29.4,0.9,High,Rural Road,16.1,Same-Day,2025-10-22 10:00:00,0.25,2651.6,2742.1,90.5,Moderate Delay
778,Ahmedabad,Delhi,387.3,Heavy Rain,32.8,58.4,Low,Rural Road,34.6,Same-Day,2025-11-29 08:00:00,0.19,516.4,590.9,74.5,Moderate Delay
779,Kolkata,Jaipur,915.6,Heavy Rain,24.9,16.8,Severe,Mixed,21.6,Standard,2025-11-14 13:00:00,0.32,1220.8,1399.7,178.9,Moderate Delay
780,Ahmedabad,Bangalore,1091.8,Heavy Rain,21.3,15.2,Severe,Highway,44.4,Express,2025-04-17 19:00:00,0.28,1455.7,1640.8,185.1,Severe Delay
781,Pune,Hyderabad,808.1,Storm,28.0,65.2,Medium,City Road,19.0,Same-Day,2025-12-09 08:00:00,0.23,1077.5,1202.3,124.8,Moderate Delay
782,Jaipur,Raipur,152.8,Clear,30.8,0.0,Severe,Rural Road,38.7,Same-Day,2025-02-19 20:00:00,0.5,203.7,334.1,130.4,Moderate Delay
783,Bangalore,Hyderabad,1093.2,Heavy Rain,42.2,72.5,Low,Highway,22.7,Same-Day,2025-11-02 18:00:00,0.16,1457.6,1521.6,64.0,Moderate Delay
784,Hyderabad,Ahmedabad,362.2,Fog,22.1,0.0,Low,Highway,3.5,Standard,2025-03-13 06:00:00,0.16,482.9,529.1,46.2,Slight Delay
785,Bangalore,Chennai,1749.7,Heavy Rain,36.7,43.5,High,Mixed,33.7,Same-Day,2025-10-23 20:00:00,0.51,2332.9,2458.8,125.9,Moderate Delay
786,Chennai,Kolkata,1050.6,Fog,32.9,0.0,High,Rural Road,21.2,Same-Day,2025-12-14 15:00:00,0.43,1400.8,1527.4,126.6,Moderate Delay
787,Pune,Hyderabad,514.7,Clear,32.4,0.0,Low,Mixed,43.9,Standard,2025-05-31 07:00:00,0.25,686.3,735.3,49.0,Slight Delay
788,Hyderabad,Jaipur,60.4,Clear,31.2,0.0,Low,Rural Road,14.2,Standard,2025-05-25 06:00:00,0.52,80.5,114.7,34.2,Slight Delay
789,Chennai,Raipur,830.3,Fog,20.1,0.0,Severe,Rural Road,40.5,Same-Day,2025-07-15 18:00:00,0.48,1107.1,1266.6,159.5,Moderate Delay
790,Pune,Raipur,1081.7,Storm,25.7,38.0,Medium,City Road,5.0,Express,2025-03-13 12:00:00,0.43,1442.3,1561.1,118.8,Moderate Delay
791,Ahmedabad,Pune,755.5,Rain,25.7,45.3,Severe,City Road,10.6,Express,2025-12-10 10:00:00,0.09,1007.3,1156.0,148.7,Moderate Delay
792,Bangalore,Mumbai,1419.9,Clear,16.2,0.0,Low,City Road,13.0,Same-Day,2025-09-07 19:00:00,0.49,1893.2,1958.3,65.1,Moderate Delay
793,Bangalore,Delhi,664.5,Cloudy,15.0,3.5,Severe,Mixed,26.9,Same-Day,2025-11-06 19:00:00,0.09,886.0,984.4,98.4,Moderate Delay
794,Jaipur,Bangalore,192.1,Heavy Rain,17.8,19.1,Severe,Mixed,21.7,Express,2025-07-01 13:00:00,0.39,256.1,402.9,146.8,Moderate Delay
